CAI Type,Subcategory,Entity name,"NCES ID
(IPEDS or PSS school ID)",Entity number,CMS number,FRN,Location ID,Street address,City,State or territory,Zip code,Longitude,Latitude,Broadband Need,Broadband Availability
S,K-12 (public),Cascade Elementary,530231000317,,,,,2330 N. Baker Ave.,East Wenatchee,WA,98802,-120.292057,47.44329785,,
S,K-12 (public),Cascade Elementary,530486000733,,,,,5200 100th St NE,Marysville,WA,98270,-122.1605785,48.08570465,,
S,K-12 (public),Cascade Elementary School,,114970,,13127063,,16022 116th Ave Se,Renton,WA,98058,-122.1858955,47.45908244,,
S,K-12 (public),Cascade Elementary School,530723001067,,,,,16022 116th Ave SE,Renton,WA,98058,-122.1858955,47.45908244,,
S,K-12 (public),Cascade Elementary School,,116442,,,,2330 N Baker Ave,East Wenatchee,WA,98802,-120.292057,47.44329785,,
S,K-12 (public),Cascade Elementary School,,117018,,,,505 S Highland Dr,Kennewick,WA,99337,-119.1256882,46.17310007,,
S,K-12 (public),Cascade Elementary School,530393001839,,,,,505 SOUTH HIGHLAND DRIVE,KENNEWICK,WA,99337,-119.1256826,46.17309704,,
S,K-12 (public),Cascade Elementary School,,115515,,,,5200 100th St Ne,Marysville,WA,98270,-122.1605785,48.08570465,,
S,K-12 (public),Cascade High School,,116479,,,,10190 Chumstick Hwy,Leavenworth,WA,98826,-120.6501524,47.6038964,,
S,K-12 (public),Cascade High School,530095001935,,,,,10190 Chumstick Hwy,Leavenworth,WA,98826,-120.6501524,47.6038964,,
S,K-12 (public),Cascade High School,,115334,,,,801 E Casino Rd,Everett,WA,98203,-122.2212684,47.92319324,,
S,K-12 (public),Cascade High School,530267000391,,,,,801 E. Casino Rd.,Everett,WA,98203,-122.2212684,47.92319324,,
S,K-12 (public),Cascade Home-Link,530095003528,,,,,330 Evans Street,Leavenworth,WA,98826,-120.6643857,47.59700355,,
S,K-12 (public),Cascade K-8 Community School,530792003116,,,,,2800 NE 200th,Shoreline,WA,98155,-122.2997357,47.77379616,,
S,K-12 (public),Cascade Middle School,,114619,,12923397,,1015 24th St Ne,Auburn,WA,98002,-122.2188345,47.32840276,,
S,K-12 (public),Cascade Middle School,530030000033,,,,,1015 24TH ST NE,AUBURN,WA,98002,-122.2188345,47.32840276,,
S,K-12 (public),Cascade Middle School,,115233,,,,11212 10th Ave Sw,Seattle,WA,98146,-122.3470905,47.50190746,,
S,K-12 (public),Cascade Middle School,530354000522,,,,,11212 10th Ave Sw,Seattle,WA,98146,-122.3470905,47.50190746,,
S,K-12 (public),Cascade Middle School,,116414,,,,13900 Ne 18th St,Vancouver,WA,98684,-122.5295932,45.63565876,,
S,K-12 (public),Cascade Middle School,530270000414,,,,,13900 NE 18th Street,Vancouver,WA,98684,-122.5295932,45.63565876,,
S,K-12 (public),Cascade Middle School,,115581,,,,201 N Township St,Sedro-Woolley,WA,98284,-122.225,48.51216,,
S,K-12 (public),Cascade Middle School,,116307,,,,2821 Parkview Dr,Longview,WA,98632,-122.9400441,46.1559244,,
S,K-12 (public),Cascade Middle School,530447000699,,,,,2821 Parkview Drive,Longview,WA,98632,-122.9400441,46.1559244,,
S,K-12 (public),Cascade Middle School,530774001273,,,,,905 McGarigle Rd,Sedro-Woolley,WA,98284,-122.2252291,48.5141632,,
S,K-12 (public),Cascade Parent Partnership Program,530771003741,,,,,2919 1st Avenue West,SEATTLE,WA,98119,-122.3581733,47.64606502,,
S,K-12 (public),Cascade Public Schools,530034903783,,,,,22419 Pacific Highway South,Des Moines,WA,98198,-122.29749,47.40066262,,
S,K-12 (public),Cascade Ridge Elementary,,224629,,,,2020 Trossachs Blvd Se,Sammamish,WA,98075,-121.974823,47.59098673,,
S,K-12 (public),Cascade Ridge Elementary,530375002881,,,,,2020 TROSSACHS BLVD SE,SAMMAMISH,WA,98075,-121.974823,47.59098673,,
S,K-12 (public),Cascade School District 228,,145390,,1582105,,330 Evans St,Leavenworth,WA,98826,-120.6643857,47.59700355,,
S,K-12 (public),Cascade School District 228,,145390,,1582105,,330 Evans St,Leavenworth,WA,98826,-120.6643857,47.59700355,,
S,K-12 (public),Cascade School District 228,,145390,,1582105,,330 Evans St,Leavenworth,WA,98826,-120.6643857,47.59700355,,
S,K-12 (public),Cascade View Elementary,530813002032,,,,,13601 32nd Avenue S,Tukwila,WA,98168,-122.2917901,47.48152736,,
S,K-12 (public),Cascade View Elementary,530802002354,,,,,2401 Park Avenue,Snohomish,WA,98290,-122.0877284,47.9417684,,
S,K-12 (public),Cascade View Elementary School,,115272,,,,13601 32nd Ave S,Seattle,WA,98168,-122.2917901,47.48152736,,
S,K-12 (public),Cascade View Elementary School,,16035636,,,,34816 Se Ridge St,Snoqualmie,WA,98065,-121.8770323,47.53208131,,
S,K-12 (public),Cascade View Elementary School,530804002980,,,,,34816 SE Ridge Street,Snoqualmie,WA,98065,-121.8770323,47.53208131,,
S,K-12 (public),Cascade View Elementary School,,115592,,,,6203 107th Ave Se,Snohomish,WA,98290,-122.088,47.93982,,
S,K-12 (public),Cascadia Elementary,,17009397,,,,1700 N 90th St,Seattle,WA,98103,-122.3377174,47.69414755,,
S,K-12 (public),Cascadia Elementary,530771003390,,,,,1700 N 90th Street,Seattle,WA,98115,-122.3377174,47.69414755,,
S,K-12 (public),Cascadia Elementary,530285003339,,,,,6175 Church Rd,Ferndale,WA,98248,-122.6166594,48.86528466,,
S,K-12 (public),Cascadia Elementary School,,16052486,,,,6175 Church Rd,Ferndale,WA,98248,-122.6166594,48.86528466,,
S,K-12 (public),Cascadia High School,,17026778,,,,27299 New Market Street Sw,Tumwater,WA,98512,-123.022,47.08755,,
S,K-12 (public),Cascadia High School,530910002688,,,,,7299 New Market St SW Bldg E,Tumwater,WA,98512,-122.913155,46.98098516,,
S,K-12 (public),Cascadia Montessori School,,114943,,,,4239 162nd Ave Ne,Redmond,WA,98052,-122.1243395,47.64807781,,
S,K-12 (public),Cascadia Technical Academy Skills Center,530270002097,,,,,12200 NE 28th Street,Vancouver,WA,98682,-122.5476598,45.64286475,,
S,K-12 (public),Cashmere High School,,116458,,,,329 Tigner Rd,Cashmere,WA,98815,-120.4779454,47.51296264,,
S,K-12 (public),CASHMERE HIGH SCHOOL,530096000168,,,,,329 Tigner Road,Cashmere,WA,98815,-120.4779454,47.51296264,,
S,K-12 (public),Cashmere Middle School,,116459,,,,300 Tigner Rd,Cashmere,WA,98815,-120.477,47.51566,,
S,K-12 (public),CASHMERE MIDDLE SCHOOL,530096000169,,,,,300 Tigner Road,Cashmere,WA,98815,-120.477,47.51566,,
S,K-12 (public),Cashmere School District 222,,145385,,1578392,,210 S Division St,Cashmere,WA,98815,-120.4699578,47.52004169,,
S,K-12 (public),Cashmere School District 222,,145385,,1578392,,210 S Division St,Cashmere,WA,98815,-120.4699578,47.52004169,,
S,K-12 (public),Castle Rock Elementary,530099000171,,,,,700 HUNTINGTON AVE S,CASTLE ROCK,WA,98611,-122.9064887,46.27154008,,
S,K-12 (public),Castle Rock Elementary School,,116256,,,,732 Huntington Ave S,Castle Rock,WA,98611,-122.9064587,46.27139286,,
S,K-12 (public),Castle Rock High School,,116255,,,,5180 Westside Hwy,Castle Rock,WA,98611,-122.9191271,46.28317939,,
S,K-12 (public),Castle Rock High School,530099000172,,,,,5180 WESTSIDE HWY,CASTLE ROCK,WA,98611,-122.9191271,46.28317939,,
S,K-12 (public),Castle Rock Middle School,,116257,,1585256,,615 Front Ave Sw,Castle Rock,WA,98611,-122.9072084,46.27165063,,
S,K-12 (public),Castle Rock Middle School,530099000173,,,,,615 FRONT AVE SW,CASTLE ROCK,WA,98611,-122.9072084,46.27165063,,
S,K-12 (public),Castle Rock School Dist 401,,145344,,1585256,,600 Huntington Ave S,Castle Rock,WA,98611,-122.9065827,46.27200013,,
S,K-12 (public),Castle Rock School Dist 401,,145344,,1585256,,600 Huntington Ave S,Castle Rock,WA,98611,-122.9065827,46.27200013,,
S,K-12 (public),Castle Rock School Dist 401,,145344,,1585256,,600 Huntington Ave S,Castle Rock,WA,98611,-122.9065827,46.27200013,,
S,K-12 (public),Castle Rock School Dist 401,,145344,,1585256,,600 Huntington Ave S,Castle Rock,WA,98611,-122.9065827,46.27200013,,
S,K-12 (public),Castle Rock Virtual Academy,530099003787,,,,,5180 West Side Highway,Castle Rock,WA,98611,-122.918,46.28258,,
S,K-12 (public),Castlevale Seedlings Center Head Start,,16054616,,,,"2902 Castlevale Road, Suite B",Yakima,WA,98902,-120.5478389,46.61253428,,
S,K-12 (public),Castlevale Seedlings Migrant Head Start,,17021767,,,,2902 Castlevale Rd Ste B,Yakima,WA,98902,-120.5478389,46.61253428,,
S,K-12 (public),Catalyst Bremerton,,17023893,,,,1305 Ironsides Avenue,Bremerton,WA,98310,-122.6117258,47.5722134,,
S,K-12 (public),Catalyst Public Schools,530034703723,,,,,1305 Ironsides Ave,Bremerton,WA,98310,-122.6117258,47.5722134,,
S,K-12 (public),Catalyst Public Schools,,17023891,,29118767,,1305 Ironsides Avenue,Bremerton,WA,98310,-122.6117258,47.5722134,,
S,K-12 (public),Catharine Blaine K-8 School,530771002017,,,,,2550 34 AV W,SEATTLE,WA,98199,-122.4009673,47.64218473,,
S,K-12 (public),Cathcart Elementary,530802001322,,,,,8201 188th St SE,Snohomish,WA,98296,-122.123047,47.82662076,,
S,K-12 (public),Cathcart Elementary School,,115621,,,,8201 188th St Se,Snohomish,WA,98296,-122.123047,47.82662076,,
S,K-12 (public),Catherine Blaine Elementary,,115317,,,,2550 34th Ave W,Seattle,WA,98199,-122.4009673,47.64218473,,
S,K-12 (public),Cavelero Mid High School,530420003190,,,,,8220 24th St SE,Lake Stevens,WA,98258,-122.1235373,47.9744783,,
S,K-12 (public),Cavelero Mid High School,,16045198,,,,8220 24th Street Se,Lake Stevens,WA,98258,-122.1235373,47.9744783,,
S,K-12 (public),Cdcsa Cashmere Center,,16062947,,,,401 Elberta St,Cashmere,WA,98815,-120.4627907,47.52179758,,
S,K-12 (public),Cdcsa Peshastin Center,,16062948,,,,10375 Mill Road,Peshastin,WA,98847,-120.596,47.54576,,
S,K-12 (public),Cdcsa Sunset Ridge Center,,16062945,,,,1864 Aurora St,East Wenatchee,WA,98802,-120.297,47.43374,,
S,K-12 (public),Cedar Heights Jr High School,,114910,,13182597,,19640 Se 272nd St,Kent,WA,98042,-122.0800321,47.35808963,,
S,K-12 (public),Cedar Heights Middle School,530396001142,,,,,19640 SE 272nd Street,Covington,WA,98042,-122.0800321,47.35808963,,
S,K-12 (public),Cedar Heights Middle School,,115745,,12673422,,2220 Pottery Ave,Port Orchard,WA,98366,-122.6525178,47.51418579,,
S,K-12 (public),Cedar Heights Middle School,530816001346,,,,,2220 POTTERY AVE,PORT ORCHARD,WA,98366,-122.6525178,47.51418579,,
S,K-12 (public),Cedar High School,530790003753,,,,,807 W Pine St,Shelton,WA,98584,-123.1082539,47.21592143,,
S,K-12 (public),Cedar Park Christian School,,114698,,,,16300 112th Ave Ne,Bothell,WA,98011,-122.1914921,47.74577306,,
S,K-12 (public),Cedar Park Elementary,,17013467,,,,13224 37th Ave Ne,Seattle,WA,98125,-122.2886249,47.72455802,,
S,K-12 (public),Cedar Park Elementary School,530771003613,,,,,13224 37th Ave NE,Seattle,WA,98125,-122.2886249,47.72455802,,
S,K-12 (public),Cedar River Elementary,530876003605,,,,,22615 Sweeney Rd SE,Maple Valley,WA,98038,-122.0518592,47.40010698,,
S,K-12 (public),Cedar River Elementary School,,114876,,10863611,,22615 Sweeney Rd Se,Maple Valley,WA,98038,-122.0518592,47.40010698,,
S,K-12 (public),Cedar River School,,114960,,,,15828 Se Jones Rd,Renton,WA,98058,-122.1287009,47.46517785,,
S,K-12 (public),Cedar Trails Elementary,530375003794,,,,,4399 Issaquah-Pine Lake Rd SE,Sammamish,WA,98075,-122.027,47.56705,,
S,K-12 (public),Cedar Trails Elementary,,17030268,,,,4399 Issaquah-Pine Lake Road Se,Sammamish,WA,98075,-122.027,47.56705,,
S,K-12 (public),Cedar Valley Community School,530240000333,,,,,19200 56TH AVE W,LYNNWOOD,WA,98036,-122.3078973,47.82438834,,
S,K-12 (public),Cedar Valley Elementary School,,114859,,,,19200 56th Avenue West,Lynnwood,WA,98036,-122.3078973,47.82438834,,
S,K-12 (public),Cedar Valley Elementary School,,114908,,13178918,,26500 Timberlane Way Se,Kent,WA,98042,-122.086,47.36476,,
S,K-12 (public),Cedar Valley Elementary School,530396000612,,,,,26500 Timberlane Way SE,Covington,WA,98042,-122.086,47.36476,,
S,K-12 (public),Cedar Way Elementary,530240000334,,,,,22222 39TH AVE W,MTLK TERRACE,WA,98043,-122.2862643,47.79671611,,
S,K-12 (public),Cedar Way Elementary School,,114919,,,,22222 39th Ave W,Mountlake Terrace,WA,98043,-122.2862643,47.79671611,,
S,K-12 (public),Cedar Wood Elementary,530267002431,,,,,3414 168th St. SE,Bothell,WA,98012,-122.1865528,47.84537301,,
S,K-12 (public),Cedar Wood Elementary School,,114719,,,,3414 168th St Se,Bothell,WA,98012,-122.1865528,47.84537301,,
S,K-12 (public),Cedarcrest High School,,114729,,,,29000 Ne 150th St,Duvall,WA,98019,-121.9561554,47.73500028,,
S,K-12 (public),Cedarcrest High School,530456000716,,,,,29000 NE 150th St,Duvall,WA,98019,-121.9561554,47.73500028,,
S,K-12 (public),Cedarcrest Middle School,530048001819,,,,,19120 13th Ave Ct E,Spanaway,WA,98387,-122.414,47.084,,
S,K-12 (public),Cedarcrest Middle School,,115842,,,,19120 13th Avenue Ct E,Spanaway,WA,98387,-122.4129256,47.08529001,,
S,K-12 (public),Cedarcrest School,,115517,,,,6400 88th St Ne,Marysville,WA,98270,-122.1456279,48.07462709,,
S,K-12 (public),Cedarcrest School,530486002425,,,,,6400 88th St NE,Marysville,WA,98270,-122.1456279,48.07462709,,
S,K-12 (public),Cedarhome Adventist Chr School,,115611,,,,28505 68th Ave Nw,Stanwood,WA,98292,-122.3250337,48.25490914,,
S,K-12 (public),Cedarhome Elementary,,207661,,,,27911 68th Ave Nw,Stanwood,WA,98292,-122.3249023,48.24955213,,
S,K-12 (public),Cedarhome Elementary School,530834002596,,,,,27911 68TH AVE NW,STANWOOD,WA,98292,-122.3249023,48.24955213,,
S,K-12 (public),Cedarhurst Elementary,530354000523,,,,,611 S 132nd St,Burien,WA,98168,-122.3257276,47.48490276,,
S,K-12 (public),Cedarhurst Elementary School,,115269,,12957544,,611 S 132nd St,Seattle,WA,98168,-122.3257276,47.48490276,,
S,K-12 (public),Centennial Elementary,530048002250,,,,,24323 Mathias Rd E,Graham,WA,98338,-122.36,47.03623,,
S,K-12 (public),Centennial Elementary,530618002334,,,,,2637 45TH AVE SE,OLYMPIA,WA,98501,-122.8634447,47.00575453,,
S,K-12 (public),Centennial Elementary School,,115700,,,,24353 Mathias Rd E,Graham,WA,98338,-122.355,47.03583,,
S,K-12 (public),Centennial Elementary School,,116027,,12708673,,2637 45th Ave Se,Olympia,WA,98501,-122.8634447,47.00575453,,
S,K-12 (public),Centennial Elementary School,,115549,,,,3100 Martin Rd,Mount Vernon,WA,98273,-122.30142,48.44280507,,
S,K-12 (public),Centennial Elementary School,530540002262,,,,,3100 Martin Rd,Mount Vernon,WA,98273,-122.30142,48.44280507,,
S,K-12 (public),Centennial Middle School,,115604,,,,3000 S Machias Rd,Snohomish,WA,98290,-122.0676053,47.96522028,,
S,K-12 (public),Centennial Middle School,530802000540,,,,,3000 South Machias Road,Snohomish,WA,98290,-122.0676026,47.96522632,,
S,K-12 (public),Centennial Middle School,,116911,,,,915 N Ella Rd,Spokane,WA,99212,-117.2989689,47.6660806,,
S,K-12 (public),Centennial Middle School,530969001645,,,,,915 N ELLA RD,SPOKANE,WA,99212,-117.2989689,47.6660806,,
S,K-12 (public),Center Elementary School,,16046523,,,,317 Spokane Way,Grand Coulee,WA,99133,-119.001,47.93686,,
S,K-12 (public),Center For Children And Families,,117088,,16693335,,1150 W Chestnut St,Walla Walla,WA,99362,-118.3504922,46.05661831,,
S,K-12 (public),Centerville Elementary,530105000175,,,,,2315 Centerville Hwy,Centerville,WA,98613,-120.9017357,45.75194765,,
S,K-12 (public),Centerville Elementary School,,116261,,,,2315 Centerville Hwy,Centerville,WA,98613,-120.9017357,45.75194765,,
S,K-12 (public),Centerville School Dist 215,,145347,,11962180,,2315 Centerville Hwy,Centerville,WA,98613,-120.9017357,45.75194765,,
S,K-12 (public),Centerville School Dist 215,,145347,,11962180,,2315 Centerville Hwy,Centerville,WA,98613,-120.9017357,45.75194765,,
S,K-12 (public),Centerville School Dist 215,,145347,,11962180,,2315 Centerville Hwy,Centerville,WA,98613,-120.9017357,45.75194765,,
S,K-12 (public),Centerville School Dist 215,,145347,,11962180,,2315 Centerville Hwy,Centerville,WA,98613,-120.9017357,45.75194765,,
S,K-12 (public),Central Avenue Elem School,,115979,,,,4505 104th St E,Tacoma,WA,98446,-122.3688388,47.16192232,,
S,K-12 (public),Central Avenue Elementary,530294000471,,,,,4608 128th ST E,Tacoma,WA,98446,-122.3677042,47.14005366,,
S,K-12 (public),Central Educational Services,530039003434,,,,,P.O. Box 90010,Bellevue,WA,98009,-122.207,47.61547,,
S,K-12 (public),Central Elementary,,115594,,,,1601 Avenue D,Snohomish,WA,98290,-122.0998493,47.9293906,,
S,K-12 (public),Central Elementary,530285000458,,,,,P.O. Box 187,Ferndale,WA,98248,-122.609,48.86111,,
S,K-12 (public),Central Elementary School,,223157,,,,221 Union Avenue,Snohomish,WA,98290,-122.0930252,47.91324246,,
S,K-12 (public),Central Elementary School,530366000562,,,,,310 Simpson Avenue,Hoquiam,WA,98550,-123.8893544,46.98082395,,
S,K-12 (public),Central Elementary School,,116138,,,,311 3rd St,Hoquiam,WA,98550,-123.8896386,46.98086198,,
S,K-12 (public),Central Elementary School,,115461,,,,5610 2nd Ave,Ferndale,WA,98248,-122.5917013,48.84603713,,
S,K-12 (public),Central Elementary School,,115585,,,,601 Talcott St,Sedro-Woolley,WA,98284,-122.2315264,48.5015115,,
S,K-12 (public),Central Elementary School,530774000141,,,,,601 Talcott Street,Sedro-Woolley,WA,98284,-122.2315264,48.5015115,,
S,K-12 (public),Central Emerson Elementary,530802001324,,,,,1103 Pine Street,Snohomish,WA,98290,-122.0854244,47.9250617,,
S,K-12 (public),Central Kitsap High School,530108000177,,,,,10140 FRONTIER PL NW,SILVERDALE,WA,98383,-122.7034641,47.65550676,,
S,K-12 (public),Central Kitsap High School,,115826,,12673406,,3700 Nw Anderson Hill Rd,Silverdale,WA,98383,-122.7008851,47.65189835,,
S,K-12 (public),Central Kitsap Middle School,530108000178,,,,,3850 NW Anderson Hill Rd,SILVERDALE,WA,98383,-122.7029993,47.6532717,,
S,K-12 (public),Central Kitsap Middle School,,115824,,12673372,,9210 Silverdale Way Nw,Silverdale,WA,98383,-122.6980707,47.64676326,,
S,K-12 (public),Central Kitsap School District 401,,145274,,8496655,,9210 Silverdale Way Nw,Silverdale,WA,98383,-122.6980707,47.64676326,,
S,K-12 (public),Central Kitsap School District 401,,145274,,8496655,,9210 Silverdale Way Nw,Silverdale,WA,98383,-122.6980707,47.64676326,,
S,K-12 (public),Central Kitsap School District 401,,145274,,8496655,,9210 Silverdale Way Nw,Silverdale,WA,98383,-122.6980707,47.64676326,,
S,K-12 (public),Central Latino,,223314,,,,601 South 8th.,Tacoma,WA,98405,-122.4459506,47.25576961,,
S,K-12 (public),Central Lutheran Christian Sch,,115878,,,,409 Tacoma Ave N,Tacoma,WA,98403,-122.453,47.26636,,
S,K-12 (public),Central Park Elementary,530003000005,,,,,601 School Road,Aberdeen,WA,98520,-123.6970334,46.96730936,,
S,K-12 (public),Central Park Elementary School,,116090,,11942489,,601 School Rd,Aberdeen,WA,98520,-123.6970334,46.96730936,,
S,K-12 (public),Central Primary Center,530802003881,,,,,221 Union Avenue,Snohomish,WA,98290,-122.0930252,47.91324246,,
S,K-12 (public),Central Valley Early Learning Center,530111003059,,,,,15111 E Sprague Ave,Spokane Valley,WA,99206,-117.2014498,47.65705466,,
S,K-12 (public),Central Valley High School,,116716,,12587788,,821 S Sullivan Rd,Spokane Valley,WA,99037,-117.194,47.64908,,
S,K-12 (public),Central Valley High School,530111000191,,,,,821 S Sullivan Rd,Spokane Valley,WA,99037,-117.1966136,47.64934293,,
S,K-12 (public),Central Valley Junior Academy,,116651,,,,1101 S Camas Ave,Wapato,WA,98951,-120.4173261,46.43756576,,
S,K-12 (public),Central Valley Sch Dist 356,,145441,,12690855,,2218 N Molter Rd,Liberty Lake,WA,99016,-117.0902974,47.67673131,,
S,K-12 (public),Central Valley Sch Dist 356,,145441,,12690855,,2218 N Molter Rd,Liberty Lake,WA,99016,-117.0902974,47.67673131,,
S,K-12 (public),Central Valley Virtual Learning,530111003788,,,,,1512 N. Barker Rd.,Spokane Valley,WA,99016,-117.1537471,47.6701048,,
S,K-12 (public),Centralia Alternative,,210903,,,,Po Box 610,Centralia,WA,98531,-123.01,46.71382,,
S,K-12 (public),Centralia Christian School,,116104,,,,1215 W Main St,Centralia,WA,98531,-122.9696533,46.71887126,,
S,K-12 (public),Centralia High School,,116106,,12191110,,813 Eshom Rd,Centralia,WA,98531,-122.9996989,46.72628795,,
S,K-12 (public),Centralia High School,530114000206,,,,,813 Eshom Road,Centralia,WA,98531,-122.9996989,46.72628795,,
S,K-12 (public),Centralia Middle School,,116105,,,,901 Johnson Rd,Centralia,WA,98531,-122.9818846,46.72530217,,
S,K-12 (public),Centralia Middle School,530114000205,,,,,901 Johnson Road,Centralia,WA,98531,-122.9818846,46.72530217,,
S,K-12 (public),Centralia Sch Dist Caps,,16075813,,,,902 Johnson Road,Centralia,WA,98531,-122.981868,46.72533573,,
S,K-12 (public),Centralia School District 401,,145302,,12190799,,2320 Borst Ave,Centralia,WA,98531,-122.9805376,46.72711587,,
S,K-12 (public),Centralia School District 401,,145302,,12190799,,2320 Borst Ave,Centralia,WA,98531,-122.9805376,46.72711587,,
S,K-12 (public),Centralia School District 401,,145302,,12190799,,2320 Borst Ave,Centralia,WA,98531,-122.9805376,46.72711587,,
S,K-12 (public),Centralia School District 401,,145302,,12190799,,2320 Borst Ave,Centralia,WA,98531,-122.9805376,46.72711587,,
S,K-12 (public),Centralia School District SpEd Pre-school,530114003580,,,,,PO BOX 610,Centralia,WA,98531,-123.01,46.71382,,
S,K-12 (public),Chain Lake Elementary School,,115599,,,,12125 Chain Lake Rd,Snohomish,WA,98290,-121.9693661,47.88733817,,
S,K-12 (public),Chain Lake Elementary School,530513002316,,,,,12125 Chain Lake Rd.,Snohomish,WA,98290,-121.9693661,47.88733817,,
S,K-12 (public),Challenge Elementary,,222930,,,,5409 228th St Sw,Mountlake Terrace,WA,98043,-122.3062929,47.79203647,,
S,K-12 (public),Challenge Elementary,530240001189,,,,,5409 228TH ST SW,MTLK TERRACE,WA,98043,-122.3062929,47.79203647,,
S,K-12 (public),Challenger Elementary,530375002214,,,,,25200 SE KLAHANIE BLVD,ISSAQUAH,WA,98029,-122.0052955,47.57623363,,
S,K-12 (public),Challenger Elementary,530543002128,,,,,9600 Holly Drive,Everett,WA,98204,-122.2417463,47.91059219,,
S,K-12 (public),Challenger Elementary School,,114789,,,,25200 Se Klahanie Blvd,Sammamish,WA,98075,-122.0052955,47.57623363,,
S,K-12 (public),Challenger Elementary School,,115337,,,,9600 Holly Dr,Everett,WA,98204,-122.2417463,47.91059219,,
S,K-12 (public),Challenger High School,,169748,,,,18020 B Street East,Spanaway,WA,98387,-122.4282124,47.09261534,,
S,K-12 (public),Challenger High School,530048002200,,,,,18117 A Street S,Spanaway,WA,98387,-122.4321617,47.0929918,,
S,K-12 (public),Chambers Elementary,530918001552,,,,,9101 56TH AVE W,UNIVERSITY PLA,WA,98467,-122.560788,47.20618674,,
S,K-12 (public),Chambers Elementary School,,115992,,12735791,,9101 56th St W,University Place,WA,98467,-122.560788,47.20618674,,
S,K-12 (public),Chambers Prairie Elementary School,530585003308,,,,,6501 Virginia St SE,Lacey,WA,98513,-122.8048475,46.99013897,,
S,K-12 (public),Chambers Prairie Elementary School,,16051962,,,,6501 Virginia Street Se,Lacey,WA,98513,-122.8048475,46.99013897,,
S,K-12 (public),Charles Denny Special School,,222913,,,,202 Adler,Everett,WA,98203,-122.232,47.94602,,
S,K-12 (public),Charles Francis Adams High School,530132000234,,,,,401 Chestnut St,Clarkston,WA,99403,-117.0417317,46.41086215,,
S,K-12 (public),Charles Wright Academy,,115994,,,,7723 Chambers Creek Rd W,Tacoma,WA,98467,-122.5404226,47.20084617,,
S,K-12 (public),Chase Lake Elementary,530240000335,,,,,21603 84TH AVE W,EDMONDS,WA,98020,-122.3465144,47.80310217,,
S,K-12 (public),Chase Lake Elementary School,,114779,,,,21603 84th Ave W,Edmonds,WA,98026,-122.3465144,47.80310217,,
S,K-12 (public),Chase Middle School,,116940,,12795696,,4747 E 37th Ave,Spokane,WA,99223,-117.3409597,47.62084554,,
S,K-12 (public),Chase Middle School,530825001732,,,,,4747 E 37Th Ave,Spokane,WA,99223,-117.3409597,47.62084554,,
S,K-12 (public),Chattaroy Elementary,530744001112,,,,,25717 N. Yale Rd.,Chattaroy,WA,99003,-117.3576585,47.89162372,,
S,K-12 (public),Chattaroy Elementary School,,116660,,,,25717 N Yale Rd,Chattaroy,WA,99003,-117.3576585,47.89162372,,
S,K-12 (public),Chautauqua Elementary,530930001394,,,,,9309 SW CEMETERY RD,VASHON,WA,98070,-122.4538054,47.42919543,,
S,K-12 (public),Chautauqua Elementary School,,115003,,,,9309 Sw Cemetery Rd,Vashon,WA,98070,-122.4538054,47.42919543,,
S,K-12 (public),Chehalis Middle School,,116119,,,,1060 Sw 20th St,Chehalis,WA,98532,-122.9417223,46.64325929,,
S,K-12 (public),Chehalis Middle School,530117002252,,,,,1060 SW 20th Street,Chehalis,WA,98532,-122.9417223,46.64325929,,
S,K-12 (public),Chehalis School District 302,,145303,,11759289,,310 Sw 16th St,Chehalis,WA,98532,-122.9508541,46.65106322,,
S,K-12 (public),Chehalis School District 302,,145303,,11759289,,310 Sw 16th St,Chehalis,WA,98532,-122.9508541,46.65106322,,
S,K-12 (public),Chehalis School District 302,,145303,,11759289,,310 Sw 16th St,Chehalis,WA,98532,-122.9508541,46.65106322,,
S,K-12 (public),Chehalis-Centralia Sp Serv Sch,,116117,,,,1265 Sw Pacific Ave,Chehalis,WA,98532,-122.9565387,46.64883303,,
S,K-12 (public),Chelan Alternative School,,116462,,,,Po Box 369,Chelan,WA,98816,-120.078,47.87699,,
S,K-12 (public),Chelan County Juvenile Detention Center,530966002706,,,,,316 WASHINGTON ST,WENATCHEE,WA,98801,-120.3147541,47.42165624,,
S,K-12 (public),Chelan Douglas Child Services Center,,16065466,,,,1305 Kittitas St,Wenatchee,WA,98801,-120.3164851,47.40584245,,
S,K-12 (public),Chelan High School,,224024,,,,215 West Webster Avenue,Chelan,WA,98816,-120.0229907,47.83596221,,
S,K-12 (public),Chelan High School,530120002058,,,,,PO Box 369,Chelan,WA,98816,-120.078,47.87699,,
S,K-12 (public),Chelan Middle School,,116464,,,,215 Webster,Chelan,WA,98816,-120.0229907,47.83596221,,
S,K-12 (public),Chelan Middle School,530120000218,,,,,PO Box 369,Chelan,WA,98816,-120.078,47.87699,,
S,K-12 (public),Chelan School of Innovation,530120003114,,,,,303 East Johnson Avenue,Chelan,WA,98816,-120.014,47.84109,,
S,K-12 (public),Chelan School Of Innovation,,16029226,,,,324 E Johnson,Chelan,WA,98816,-120.0141566,47.84073452,,
S,K-12 (public),Cheney Alternative School Aka Three Springs High School,,203576,,,,12414 S Andrus Rd,Cheney,WA,99004,-117.5442184,47.53891651,,
S,K-12 (public),Cheney High School,,116667,,,,460 N 6th St,Cheney,WA,99004,-117.577,47.49799,,
