CAI Type,Subcategory,Entity name,"NCES ID
(IPEDS or PSS school ID)",Entity number,CMS number,FRN,Location ID,Street address,City,State or territory,Zip code,Longitude,Latitude,Broadband Need,Broadband Availability
F,EMS,Redmond Fire Department,,,,,,,,,,-122.0353,47.64578,,
F,EMS,Redmond Fire Department,,,,,,,,,,-122.14324,47.64648,,
F,EMS,Redmond Fire Department,,,,,,,,,,-121.98736,47.65161,,
F,EMS,Redmond Fire Department,,,,,,,,,,-122.09406,47.66378,,
F,EMS,Redmond Fire Department,,,,,,,,,,-122.1258,47.67791,,
F,EMS,Redmond Fire Department,,,,,,,,,,-122.06332,47.67915,,
F,EMS,Redmond Fire Department,,,,,,,,,,-122.18077,47.71512,,
F,EMS,Redmond Fire Department,,,,,,,,,,-122.19128,47.71873,,
F,EMS,Redmond Fire Department,,,,,,,,,,-122.08032,47.75792,,
F,EMS,Richland Fire and EMS,,,,,,,,,,-119.27026,46.22786,,
F,EMS,Richland Fire and EMS,,,,,,,,,,-119.27328,46.27984,,
F,EMS,Richland Fire and EMS,,,,,,,,,,-119.28099,46.30048,,
F,EMS,Riverside Fire Authority,,,,,,,,,,-123.02329,46.71512,,
F,EMS,Riverside Fire Authority,,,,,,,,,,-122.95304,46.72014,,
F,EMS,Riverside Fire Authority,,,,,,,,,,-122.99078,46.73772,,
F,EMS,Riverside Fire Authority,,,,,,,,,,-123.03023,46.74104,,
F,EMS,Rosalia Fire Department,,,,,,,,,,-117.3917,47.12273,,
F,EMS,Rosalia Fire Department,,,,,,,,,,-117.3672,47.24553,,
F,EMS,Roslyn Fire Dept,,,,,,,,,,-120.9938,47.22409,,
F,EMS,Rural Metro Ambulance,,,,,,,,,,-122.21254,47.44093,,
F,EMS,Rural Metro Ambulance,,,,,,,,,,-122.12779,47.5784,,
F,EMS,Rural Metro Ambulance,,,,,,,,,,-122.3189,47.8015,,
F,EMS,Rural Metro Ambulance,,,,,,,,,,-122.20164,47.96971,,
F,EMS,Rural Metro Ambulance,,,,,,,,,,-122.19338,48.00652,,
F,EMS,Rural/Metro Ambulance,,,,,,,,,,-122.44396,47.23558,,
F,EMS,Rural/Metro Ambulance,,,,,,,,,,-122.44557,47.25997,,
F,EMS,Ruston Fire Department,,,,,,,,,,-122.51253,47.29802,,
F,EMS,Salkum Ambulance Service/Lewis Co. FPD #8,,,,,,,,,,-122.61964,46.53189,,
F,EMS,San Juan County EMS,,,,,,,,,,-123.02508,48.48662,,
F,EMS,San Juan County EMS,,,,,,,,,,-123.0416,48.48883,,
F,EMS,San Juan County EMS,,,,,,,,,,-123.02095,48.53223,,
F,EMS,San Juan County EMS,,,,,,,,,,-123.01517,48.53452,,
F,EMS,San Juan County EMS,,,,,,,,,,-123.14741,48.6116,,
F,EMS,San Juan County Fire District #2,,,,,,,,,,-122.90874,48.70251,,
F,EMS,San Juan County Fire District #4,,,,,,,,,,-122.89949,48.49544,,
F,EMS,San Juan County Fire District #4,,,,,,,,,,-122.91032,48.52242,,
F,EMS,San Juan County Fire District #5,,,,,,,,,,-122.94785,48.57318,,
F,EMS,SeaTac Fire Department,,,,,,,,,,-122.29488,47.42223,,
F,EMS,SeaTac Fire Department,,,,,,,,,,-122.28778,47.45082,,
F,EMS,SeaTac Fire Department,,,,,,,,,,-122.29151,47.46662,,
F,EMS,Seattle Fire Department,,,,,,,,,,-122.27664,47.54873,,
F,EMS,Seattle Fire Department,,,,,,,,,,-122.37885,47.56072,,
F,EMS,Seattle Fire Department,,,,,,,,,,-122.32847,47.57518,,
F,EMS,Seattle Fire Department,,,,,,,,,,-122.33173,47.6001,,
F,EMS,Seattle Fire Department,,,,,,,,,,-122.32327,47.60359,,
F,EMS,Seattle Fire Department,,,,,,,,,,-122.31572,47.61572,,
F,EMS,Seattle Fire Department,,,,,,,,,,-122.34417,47.61615,,
F,EMS,Seattle Fire Department,,,,,,,,,,-122.31668,47.66522,,
F,EMS,Seattle Fire Department,,,,,,,,,,-122.37637,47.66822,,
F,EMS,Seattle Fire Department,,,,,,,,,,-122.32306,47.67894,,
F,EMS,Seattle Fire Department,,,,,,,,,,-122.37704,47.69279,,
F,EMS,Seattle Fire Department,,,,,,,,,,-122.34168,47.70472,,
F,EMS,Sedro Woolley Fire Department,,,,,,,,,,-122.23824,48.50923,,
F,EMS,Selah Fire Dept,,,,,,,,,,-120.53173,46.65544,,
F,EMS,Selah Fire Dept,,,,,,,,,,-120.48658,46.6807,,
F,EMS,Selah Fire Dept,,,,,,,,,,-120.52098,46.71281,,
F,EMS,Selah Fire Dept,,,,,,,,,,-120.63202,46.78074,,
F,EMS,Shelton Fire Department (23M02),,,,,,,,,,-123.10034,47.21407,,
F,EMS,Skagit County EMS Commission,,,,,,,,,,-122.32614,48.42013,,
F,EMS,Skagit County EMS Commission,,,,,,,,,,-122.40101,48.42167,,
F,EMS,Skagit County EMS Commission,,,,,,,,,,-122.33386,48.47821,,
F,EMS,Skagit County EMS Commission,,,,,,,,,,-122.24762,48.50274,,
F,EMS,Skagit County FPD #1,,,,,,,,,,-122.31396,48.43836,,
F,EMS,Skagit County FPD #10,,,,,,,,,,-121.87533,48.52375,,
F,EMS,Skagit County FPD #10,,,,,,,,,,-121.77412,48.53765,,
F,EMS,Skagit County FPD #11,,,,,,,,,,-122.6074,48.42867,,
F,EMS,Skagit County FPD #11,,,,,,,,,,-122.65247,48.45645,,
F,EMS,Skagit County FPD #12,,,,,,,,,,-122.47483,48.48562,,
F,EMS,Skagit County FPD #13,,,,,,,,,,-122.51618,48.38481,,
F,EMS,Skagit County FPD #13,,,,,,,,,,-122.54624,48.40024,,
F,EMS,Skagit County FPD #13,,,,,,,,,,-122.54643,48.40063,,
F,EMS,Skagit County FPD #13,,,,,,,,,,-122.54746,48.4021,,
F,EMS,Skagit County FPD #13,,,,,,,,,,-122.54972,48.45806,,
F,EMS,Skagit County FPD #14,,,,,,,,,,-122.36127,48.56014,,
F,EMS,Skagit County FPD #14,,,,,,,,,,-122.3393,48.61452,,
F,EMS,Skagit County FPD #15,,,,,,,,,,-122.23445,48.31467,,
F,EMS,Skagit County FPD #16,,,,,,,,,,-122.05903,48.50184,,
F,EMS,Skagit County FPD #17,,,,,,,,,,-122.62529,48.55386,,
F,EMS,Skagit County FPD #19,,,,,,,,,,-121.59729,48.48645,,
F,EMS,Skagit County FPD #2,,,,,,,,,,-122.40101,48.42167,,
F,EMS,Skagit County FPD #2,,,,,,,,,,-122.41024,48.44312,,
F,EMS,Skagit County FPD #3,,,,,,,,,,-122.34681,48.34094,,
F,EMS,Skagit County FPD #3,,,,,,,,,,-122.31918,48.38433,,
F,EMS,Skagit County FPD #4,,,,,,,,,,-122.23186,48.46246,,
F,EMS,Skagit County FPD #5,,,,,,,,,,-122.37914,48.51602,,
F,EMS,Skagit County FPD #5,,,,,,,,,,-122.43691,48.56234,,
F,EMS,Skagit County FPD #5,,,,,,,,,,-122.52296,48.57332,,
F,EMS,Skagit County FPD #6,,,,,,,,,,-122.33163,48.46947,,
F,EMS,Skagit County FPD #6,,,,,,,,,,-122.39549,48.47172,,
F,EMS,Skagit County FPD #7,,,,,,,,,,-121.98831,48.30969,,
F,EMS,Skagit County FPD #8,,,,,,,,,,-122.06009,48.52602,,
F,EMS,Skagit County FPD #8,,,,,,,,,,-122.00526,48.53084,,
F,EMS,Skagit County FPD #8,,,,,,,,,,-122.29074,48.55786,,
F,EMS,Skagit County FPD #8,,,,,,,,,,-122.23149,48.5982,,
F,EMS,Skagit County FPD #9,,,,,,,,,,-122.20523,48.36152,,
F,EMS,Skagit County FPD #9,,,,,,,,,,-122.24274,48.40294,,
F,EMS,Skagit County Search and Rescue,,,,,,,,,,-122.33167,48.48164,,
F,EMS,Skagit Speedway,,,,,,,,,,-122.32387,48.59322,,
F,EMS,Skamania County EMS,,,,,,,,,,-121.88488,45.69265,,
F,EMS,Skamania County FD #4 30D04,,,,,,,,,,-122.20569,45.58548,,
F,EMS,Skamania County FD #4 30D04,,,,,,,,,,-122.22858,45.60895,,
F,EMS,Skamania County FPD #6,,,,,,,,,,-122.297,46.0833,,
F,EMS,Skykomish FD 50,,,,,,,,,,-121.36129,47.70774,,
F,EMS,Skykomish FD 50,,,,,,,,,,-121.47874,47.76606,,
F,EMS,Snohomish County Airport/Paine Field,,,,,,,,,,-122.28069,47.89845,,
F,EMS,Snohomish County Fire Authority FPD #14,,,,,,,,,,-122.35252,48.17509,,
F,EMS,Snohomish County Fire Authority FPD #14,,,,,,,,,,-122.19042,48.22416,,
F,EMS,Snohomish County Fire Authority FPD #14,,,,,,,,,,-122.27419,48.26874,,
F,EMS,Snohomish County FPD #1,,,,,,,,,,-122.31253,47.78793,,
F,EMS,Snohomish County FPD #1,,,,,,,,,,-122.28598,47.79142,,
F,EMS,Snohomish County FPD #1,,,,,,,,,,-122.2446,47.81114,,
F,EMS,Snohomish County FPD #1,,,,,,,,,,-122.25102,47.84606,,
F,EMS,Snohomish County FPD #1,,,,,,,,,,-122.29181,47.87219,,
F,EMS,Snohomish County FPD #1,,,,,,,,,,-122.15359,47.87367,,
F,EMS,Snohomish County FPD #1,,,,,,,,,,-122.23389,47.88657,,
F,EMS,Snohomish County FPD #1,,,,,,,,,,-122.18519,47.90048,,
F,EMS,Snohomish County FPD #15,,,,,,,,,,-122.27679,48.06612,,
F,EMS,Snohomish County FPD #16,,,,,,,,,,-121.92432,47.98656,,
F,EMS,Snohomish County FPD #17,,,,,,,,,,-122.01216,48.07249,,
F,EMS,Snohomish County FPD #17,,,,,,,,,,-121.96932,48.08304,,
F,EMS,Snohomish County FPD #19,,,,,,,,,,-122.26713,48.18685,,
F,EMS,Snohomish County FPD #19,,,,,,,,,,-122.19236,48.18936,,
F,EMS,Snohomish County FPD #21,,,,,,,,,,-122.06505,48.20278,,
F,EMS,Snohomish County FPD #22,,,,,,,,,,-122.09862,48.07231,,
F,EMS,Snohomish County FPD #23,,,,,,,,,,-121.80279,48.09778,,
F,EMS,Snohomish County FPD #24,,,,,,,,,,-121.60486,48.25485,,
F,EMS,Snohomish County FPD #24,,,,,,,,,,-121.70688,48.26926,,
F,EMS,Snohomish County FPD #25,,,,,,,,,,-121.93453,48.26944,,
F,EMS,Snohomish County FPD #26,,,,,,,,,,-121.66628,47.84091,,
F,EMS,Snohomish County FPD #26,,,,,,,,,,-121.69593,47.85636,,
F,EMS,Snohomish County FPD #27,,,,,,,,,,-122.24129,47.92556,,
F,EMS,Snohomish County FPD #28,,,,,,,,,,-121.5539,47.81988,,
F,EMS,Snohomish County FPD #4,,,,,,,,,,-122.09748,47.92095,,
F,EMS,Snohomish County FPD #4,,,,,,,,,,-122.00225,47.93496,,
F,EMS,Snohomish County FPD #4,,,,,,,,,,-122.13812,47.93938,,
F,EMS,Snohomish County FPD #5,,,,,,,,,,-121.8179,47.86268,,
F,EMS,Snohomish County FPD #7,,,,,,,,,,-122.17235,47.79604,,
F,EMS,Snohomish County FPD #7,,,,,,,,,,-122.04563,47.79848,,
F,EMS,Snohomish County FPD #7,,,,,,,,,,-122.09817,47.80013,,
F,EMS,Snohomish County FPD #7,,,,,,,,,,-122.1241,47.83315,,
F,EMS,Snohomish County FPD #7,,,,,,,,,,-122.18652,47.83483,,
F,EMS,Snohomish County FPD #7,,,,,,,,,,-122.21742,47.85927,,
F,EMS,Snohomish County FPD #7,,,,,,,,,,-122.09654,47.91057,,
F,EMS,Snohomish County FPD #8,,,,,,,,,,-122.04635,47.98176,,
F,EMS,Snohomish County FPD #8,,,,,,,,,,-122.09948,47.99614,,
F,EMS,Snohomish County FPD #8,,,,,,,,,,-122.06367,48.01694,,
F,EMS,Snoqualmie Fire Department,,,,,,,,,,-121.8392,47.5349,,
F,EMS,Snoqualmie Fire Department,,,,,,,,,,-121.83875,47.53495,,
F,EMS,Snoqualmie Pass FD 51,,,,,,,,,,-121.41101,47.42144,,
F,EMS,South Cle Elum FD,,,,,,,,,,-120.95178,47.18736,,
F,EMS,South King Fire & Rescue,,,,,,,,,,-122.2918,47.27893,,
F,EMS,South King Fire & Rescue,,,,,,,,,,-122.36017,47.30329,,
F,EMS,South King Fire & Rescue,,,,,,,,,,-122.37922,47.31478,,
F,EMS,South King Fire & Rescue,,,,,,,,,,-122.33504,47.31744,,
F,EMS,South King Fire & Rescue,,,,,,,,,,-122.272,47.33519,,
F,EMS,South King Fire & Rescue,,,,,,,,,,-122.31434,47.35948,,
F,EMS,South King Fire & Rescue,,,,,,,,,,-122.32901,47.40116,,
F,EMS,South King Fire & Rescue,,,,,,,,,,-122.3045,47.40242,,
F,EMS,South Kitsap Fire & Rescue (18D07),,,,,,,,,,-122.63262,47.43466,,
F,EMS,South Kitsap Fire & Rescue (18D07),,,,,,,,,,-122.66485,47.48798,,
F,EMS,South Kitsap Fire & Rescue (18D07),,,,,,,,,,-122.6323,47.49181,,
F,EMS,South Kitsap Fire & Rescue (18D07),,,,,,,,,,-122.5456,47.49751,,
F,EMS,South Kitsap Fire & Rescue (18D07),,,,,,,,,,-122.64582,47.52483,,
F,EMS,South Kitsap Fire & Rescue (18D07),,,,,,,,,,-122.60049,47.53111,,
F,EMS,South Kitsap Fire & Rescue (18D07),,,,,,,,,,-122.70275,47.5988,,
F,EMS,South Pierce Fire & Rescue,,,,,,,,,,-122.35664,46.9478,,
F,EMS,Spokane County FD #3,,,,,,,,,,-117.69624,47.33319,,
F,EMS,Spokane County FD #3,,,,,,,,,,-117.38142,47.42871,,
F,EMS,Spokane County FD #3,,,,,,,,,,-117.77927,47.43619,,
F,EMS,Spokane County FD #3,,,,,,,,,,-117.59721,47.47638,,
F,EMS,Spokane County FD #3,,,,,,,,,,-117.43814,47.55091,,
F,EMS,Spokane County FD #3,,,,,,,,,,-117.5897,47.56707,,
F,EMS,Spokane County FD #3,,,,,,,,,,-117.4977,47.58474,,
F,EMS,Spokane County FD 13,,,,,,,,,,-117.07,47.75186,,
F,EMS,Spokane County FD 13,,,,,,,,,,-117.12122,47.80624,,
F,EMS,SPOKANE COUNTY FIRE FPD 5,,,,,,,,,,-117.64789,47.78039,,
F,EMS,SPOKANE COUNTY FIRE FPD 5,,,,,,,,,,-117.68922,47.80324,,
F,EMS,Spokane County Fire Protection District #1,,,,,,,,,,-117.25077,47.64191,,
F,EMS,Spokane County Fire Protection District #1,,,,,,,,,,-117.21775,47.64674,,
F,EMS,Spokane County Fire Protection District #1,,,,,,,,,,-117.31994,47.6566,,
F,EMS,Spokane County Fire Protection District #1,,,,,,,,,,-117.17374,47.65739,,
F,EMS,Spokane County Fire Protection District #1,,,,,,,,,,-117.26714,47.65745,,
F,EMS,Spokane County Fire Protection District #1,,,,,,,,,,-117.24754,47.67703,,
F,EMS,Spokane County Fire Protection District #1,,,,,,,,,,-117.1108,47.67717,,
F,EMS,Spokane County Fire Protection District #1,,,,,,,,,,-117.19683,47.68068,,
F,EMS,Spokane County Fire Protection District #1,,,,,,,,,,-117.28297,47.68549,,
F,EMS,Spokane County Fire Protection District #1,,,,,,,,,,-117.10511,47.70019,,
F,EMS,Spokane County FPD #11,,,,,,,,,,-117.1372,47.4515,,
F,EMS,Spokane County FPD #12,,,,,,,,,,-117.15581,47.27903,,
F,EMS,Spokane County FPD #12,,,,,,,,,,-117.22816,47.34324,,
F,EMS,Spokane FD #4,,,,,,,,,,-117.34636,47.8171,,
F,EMS,Spokane FD #4,,,,,,,,,,-117.27394,47.82729,,
F,EMS,Spokane FD #4,,,,,,,,,,-117.41552,47.83213,,
F,EMS,Spokane FD #4,,,,,,,,,,-117.1916,47.83722,,
F,EMS,Spokane FD #4,,,,,,,,,,-117.46859,47.87412,,
F,EMS,Spokane FD #4,,,,,,,,,,-117.36462,47.89007,,
F,EMS,Spokane FD #4,,,,,,,,,,-117.47218,47.95373,,
F,EMS,Spokane FD #4,,,,,,,,,,-117.35705,47.97037,,
F,EMS,Spokane FD #4,,,,,,,,,,-117.27613,48.02006,,
F,EMS,Spokane FD #8,,,,,,,,,,-117.24136,47.5345,,
F,EMS,Spokane FD #8,,,,,,,,,,-117.35176,47.59805,,
F,EMS,Spokane FD #8,,,,,,,,,,-117.25044,47.61342,,
F,EMS,Spokane FD #8,,,,,,,,,,-117.16068,47.62569,,
F,EMS,Spokane FD #9,,,,,,,,,,-117.36765,47.71843,,
F,EMS,Spokane FD #9,,,,,,,,,,-117.29403,47.72107,,
F,EMS,Spokane FD #9,,,,,,,,,,-117.45426,47.7374,,
F,EMS,Spokane FD #9,,,,,,,,,,-117.2079,47.75861,,
F,EMS,Spokane FD #9,,,,,,,,,,-117.42145,47.76798,,
F,EMS,Spokane FD #9,,,,,,,,,,-117.35361,47.77309,,
F,EMS,Spokane FD #9,,,,,,,,,,-117.54947,47.77744,,
F,EMS,Spokane FD #9,,,,,,,,,,-117.62017,47.8028,,
F,EMS,Spokane Fire Department,,,,,,,,,,-117.36266,47.63888,,
F,EMS,Spokane Fire Department,,,,,,,,,,-117.41706,47.63985,,
F,EMS,Spokane Fire Department,,,,,,,,,,-117.43493,47.65631,,
F,EMS,Spokane Fire Department,,,,,,,,,,-117.38273,47.65649,,
F,EMS,Spokane Fire Department,,,,,,,,,,-117.41122,47.65839,,
F,EMS,Spokane Fire Department,,,,,,,,,,-117.35405,47.67254,,
F,EMS,Spokane Fire Department,,,,,,,,,,-117.43715,47.6745,,
F,EMS,Spokane Fire Department,,,,,,,,,,-117.39513,47.68369,,
F,EMS,Spokane Fire Department,,,,,,,,,,-117.37858,47.70009,,
F,EMS,Spokane Fire Department,,,,,,,,,,-117.42751,47.70119,,
F,EMS,Spokane Fire Department,,,,,,,,,,-117.47597,47.70544,,
F,EMS,Spokane Fire Department,,,,,,,,,,-117.40721,47.72889,,
F,EMS,Spokane Fire Department,,,,,,,,,,-117.48399,47.7365,,
F,EMS,Spokane Fire District #10,,,,,,,,,,-117.48943,47.63249,,
F,EMS,Spokane Fire District #10,,,,,,,,,,-117.68985,47.64295,,
F,EMS,Spokane Fire District #10,,,,,,,,,,-117.57656,47.64695,,
F,EMS,Spokane Fire District #10,,,,,,,,,,-117.54788,47.67155,,
F,EMS,Spokane Fire District #10,,,,,,,,,,-117.6461,47.71486,,
F,EMS,Spokane Int'l Airport FD,,,,,,,,,,-117.53294,47.62769,,
F,EMS,SPOKANE TRIBAL AMBULANCE,,,,,,,,,,-117.98914,47.88798,,
F,EMS,SPOKANE TRIBAL AMBULANCE,,,,,,,,,,-117.98993,47.88799,,
F,EMS,SPOKANE TRIBAL AMBULANCE,,,,,,,,,,-118.23082,47.95998,,
F,EMS,St.John Fire Department,,,,,,,,,,-117.58072,47.09175,,
F,EMS,Stanwood Fire Department,,,,,,,,,,-122.34347,48.23941,,
F,EMS,Steilacoom Dept of Public Safety,,,,,,,,,,-122.59386,47.17044,,
F,EMS,Stevens Co FD #4,,,,,,,,,,-117.72368,48.15662,,
F,EMS,Stevens Co FD #4,,,,,,,,,,-117.75773,48.18628,,
F,EMS,Stevens Co FD #4,,,,,,,,,,-117.79114,48.19307,,
F,EMS,Stevens Co FD #4,,,,,,,,,,-117.71241,48.27774,,
F,EMS,Stevens Co FD #4,,,,,,,,,,-117.69439,48.33078,,
F,EMS,STEVENS CO FPD#7/ ARDEN FIRE DEPT,,,,,,,,,,-117.87246,48.45967,,
F,EMS,STEVENS CO FPD#7/ ARDEN FIRE DEPT,,,,,,,,,,-117.87845,48.46102,,
F,EMS,Stevens Co. FPD #12,,,,,,,,,,-118.13852,48.30989,,
F,EMS,Stevens Co. FPD #12,,,,,,,,,,-118.16504,48.42823,,
F,EMS,Stevens County FPD #1,,,,,,,,,,-117.5728,47.81407,,
F,EMS,Stevens County FPD #1,,,,,,,,,,-117.56224,47.8554,,
F,EMS,Stevens County FPD #1,,,,,,,,,,-117.64489,47.85987,,
F,EMS,Stevens County FPD #1,,,,,,,,,,-117.80627,47.90813,,
F,EMS,Stevens County FPD #1,,,,,,,,,,-117.55203,47.99491,,
F,EMS,Stevens County FPD #1,,,,,,,,,,-117.74249,48.0552,,
F,EMS,Stevens County FPD #1,,,,,,,,,,-117.63289,48.06356,,
F,EMS,Stevens County FPD #1,,,,,,,,,,-117.56787,48.10347,,
F,EMS,Stevens County FPD #1,,,,,,,,,,-117.90874,48.54956,,
F,EMS,Sunnyside Fire Department,,,,,,,,,,-120.01041,46.32375,,
F,EMS,Tacoma Fire Department,,,,,,,,,,-122.44104,47.1913,,
F,EMS,Tacoma Fire Department,,,,,,,,,,-122.48182,47.20646,,
F,EMS,Tacoma Fire Department,,,,,,,,,,-122.45785,47.21256,,
F,EMS,Tacoma Fire Department,,,,,,,,,,-122.42119,47.22281,,
F,EMS,Tacoma Fire Department,,,,,,,,,,-122.50437,47.2282,,
F,EMS,Tacoma Fire Department,,,,,,,,,,-122.50925,47.23486,,
F,EMS,Tacoma Fire Department,,,,,,,,,,-122.44004,47.23608,,
F,EMS,Tacoma Fire Department,,,,,,,,,,-122.35647,47.23819,,
F,EMS,Tacoma Fire Department,,,,,,,,,,-122.45686,47.25072,,
F,EMS,Tacoma Fire Department,,,,,,,,,,-122.43224,47.25366,,
F,EMS,Tacoma Fire Department,,,,,,,,,,-122.44295,47.25467,,
F,EMS,Tacoma Fire Department,,,,,,,,,,-122.42911,47.25492,,
F,EMS,Tacoma Fire Department,,,,,,,,,,-122.48186,47.25508,,
F,EMS,Tacoma Fire Department,,,,,,,,,,-122.53304,47.25519,,
F,EMS,Tacoma Fire Department,,,,,,,,,,-122.48713,47.26999,,
F,EMS,Tacoma Fire Department,,,,,,,,,,-122.39762,47.27486,,
F,EMS,Tacoma Fire Department,,,,,,,,,,-122.4989,47.28489,,
F,EMS,Tacoma Fire Department,,,,,,,,,,-122.38428,47.28766,,
F,EMS,TEKOA COMM. AMBULANCE,,,,,,,,,,-117.07418,47.22464,,
F,EMS,Thurston County FPD #1,,,,,,,,,,-123.01218,46.79112,,
F,EMS,Thurston County FPD #1,,,,,,,,,,-123.0966,46.82016,,
F,EMS,Thurston County FPD #11,,,,,,,,,,-122.94902,46.89494,,
F,EMS,Thurston County FPD #11,,,,,,,,,,-122.99105,46.9301,,
F,EMS,Thurston County FPD #12,,,,,,,,,,-122.93308,46.83423,,
F,EMS,Thurston County FPD #12,,,,,,,,,,-122.85099,46.85706,,
F,EMS,Thurston County FPD #13,,,,,,,,,,-123.01588,47.08515,,
F,EMS,Thurston County FPD #13,,,,,,,,,,-122.94619,47.14947,,
F,EMS,Thurston County FPD #16,,,,,,,,,,-122.91669,46.77868,,
F,EMS,Thurston County FPD #17,,,,,,,,,,-122.4877,46.85058,,
F,EMS,Thurston County FPD #2,,,,,,,,,,-122.56891,46.86404,,
F,EMS,Thurston County FPD #2,,,,,,,,,,-122.61249,46.93628,,
F,EMS,Thurston County FPD #4,,,,,,,,,,-122.64694,46.83907,,
F,EMS,Thurston County FPD #4,,,,,,,,,,-122.76597,46.8719,,
F,EMS,Thurston County FPD #5,,,,,,,,,,-123.00534,46.98848,,
F,EMS,Thurston County FPD #5,,,,,,,,,,-122.96429,47.0066,,
F,EMS,Thurston County FPD #6,,,,,,,,,,-122.81278,46.91752,,
F,EMS,Thurston County FPD #6,,,,,,,,,,-122.90741,46.94257,,
F,EMS,Thurston County FPD #6,,,,,,,,,,-122.85772,46.94951,,
F,EMS,Thurston County FPD #6,,,,,,,,,,-122.83689,46.96928,,
F,EMS,Thurston County FPD #6,,,,,,,,,,-122.76753,46.97184,,
F,EMS,Thurston County FPD #8,,,,,,,,,,-122.84591,47.08194,,
F,EMS,Thurston County FPD #8,,,,,,,,,,-122.79091,47.11589,,
F,EMS,Thurston County FPD #8,,,,,,,,,,-122.81667,47.14814,,
F,EMS,Thurston County FPD #9,,,,,,,,,,-123.12364,47.04618,,
F,EMS,Thurston County FPD #9,,,,,,,,,,-122.97574,47.04643,,
F,EMS,Thurston County FPD #9,,,,,,,,,,-122.94804,47.08363,,
F,EMS,Thurston County FPD #9,,,,,,,,,,-122.93137,47.11793,,
F,EMS,Tonasket EMS District,,,,,,,,,,-119.43987,48.70375,,
F,EMS,Toppenish Fire Dept,,,,,,,,,,-120.31602,46.37325,,
F,EMS,Town of Albion EMS & Fire,,,,,,,,,,-117.24971,46.79384,,
F,EMS,Tri-Med Ambulance,,,,,,,,,,-122.24593,47.38224,,
F,EMS,Tri-Med Ambulance,,,,,,,,,,-122.22573,47.40653,,
F,EMS,Tri-Med Ambulance,,,,,,,,,,-122.22739,47.43349,,
F,EMS,Tri-Med Ambulance,,,,,,,,,,-122.34769,47.47176,,
F,EMS,Tri-Med Ambulance,,,,,,,,,,-122.16237,47.58278,,
F,EMS,Tukwila Fire Department,,,,,,,,,,-122.24991,47.45257,,
F,EMS,Tukwila Fire Department,,,,,,,,,,-122.25951,47.47188,,
F,EMS,Tukwila Fire Department,,,,,,,,,,-122.28084,47.47381,,
F,EMS,Tukwila Fire Department,,,,,,,,,,-122.28171,47.50024,,
F,EMS,Tumwater Fire Department,,,,,,,,,,-122.90999,46.98506,,
F,EMS,Tumwater Fire Department,,,,,,,,,,-122.9096,47.00682,,
F,EMS,Twisp Fire and Rescue,,,,,,,,,,-120.12759,48.3656,,
F,EMS,Union Gap Fire Department,,,,,,,,,,-120.47653,46.55765,,
F,EMS,Union Gap Fire Department,,,,,,,,,,-120.5059,46.57016,,
F,EMS,VA Puget Sound HC System,,,,,,,,,,-122.56398,47.14199,,
F,EMS,Valley Regional Fire Authority,,,,,,,,,,-122.24746,47.26552,,
F,EMS,Valley Regional Fire Authority,,,,,,,,,,-122.23085,47.27677,,
F,EMS,Valley Regional Fire Authority,,,,,,,,,,-122.20753,47.29157,,
F,EMS,Valley Regional Fire Authority,,,,,,,,,,-122.22522,47.31729,,
F,EMS,Valley Regional Fire Authority,,,,,,,,,,-122.17513,47.32235,,
F,EMS,Vancouver Fire Dept.,,,,,,,,,,-122.49472,45.60977,,
F,EMS,Vancouver Fire Dept.,,,,,,,,,,-122.54949,45.62204,,
F,EMS,Vancouver Fire Dept.,,,,,,,,,,-122.61383,45.62889,,
F,EMS,Vancouver Fire Dept.,,,,,,,,,,-122.68019,45.62934,,
F,EMS,Vancouver Fire Dept.,,,,,,,,,,-122.55821,45.64566,,
F,EMS,Vancouver Fire Dept.,,,,,,,,,,-122.66786,45.64844,,
F,EMS,Vancouver Fire Dept.,,,,,,,,,,-122.60032,45.66834,,
F,EMS,Vancouver Fire Dept.,,,,,,,,,,-122.52061,45.67148,,
F,EMS,Vancouver Fire Dept.,,,,,,,,,,-122.59892,45.71311,,
F,EMS,Vashon Island Fire & Rescue KCFD 13,,,,,,,,,,-122.46043,47.36755,,
F,EMS,Vashon Island Fire & Rescue KCFD 13,,,,,,,,,,-122.46479,47.38934,,
F,EMS,Vashon Island Fire & Rescue KCFD 13,,,,,,,,,,-122.46222,47.44767,,
F,EMS,Wahkiakum FPD #2  Skamokawa Fire Department,,,,,,,,,,-123.45613,46.27083,,
F,EMS,Wahkiakum FPD #3,,,,,,,,,,-123.66916,46.32888,,
F,EMS,Wahkiakum FPD #3,,,,,,,,,,-123.56303,46.3578,,
F,EMS,Waitsburg Ambulance SVC,,,,,,,,,,-118.14113,46.27014,,
F,EMS,Walla Walla /Columbia Co FD,,,,,,,,,,-118.15551,46.26985,,
F,EMS,Walla Walla C FPD #3,,,,,,,,,,-118.72113,46.31682,,
F,EMS,Walla Walla CO Fd #5,,,,,,,,,,-119.00337,46.19671,,
F,EMS,Walla Walla CO Fd #5,,,,,,,,,,-118.99185,46.21123,,
F,EMS,Walla Walla Co FPD #4,,,,,,,,,,-118.32517,46.05486,,
F,EMS,Walla Walla Co FPD #6,,,,,,,,,,-118.67195,46.03965,,
F,EMS,Walla Walla Co FPD #6,,,,,,,,,,-118.58252,46.0542,,
